# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/81841b21-3124-4bba-b3f3-563705705a5b/treatment
#
# total peaks = 16799
# peak size = 500
# peaks found using tags on both strands
# minimum distance between peaks = 1000
# fragment length = 182
# genome size = 2000000000
# Total tags = 1635265.0
# Total tags in peaks = 549406.0
# Approximate IP efficiency = 33.60%
# tags per bp = 0.000800
# expected tags per peak = 0.400
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 4.0
# number of putative peaks = 126776
#
# input tag directory = /home/81841b21-3124-4bba-b3f3-563705705a5b/control
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 6
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks /home/81841b21-3124-4bba-b3f3-563705705a5b/treatment -o /home/81841b21-3124-4bba-b3f3-563705705a5b/module_out/mouse_heart_H3K4me3_rep2.homer.txt -i /home/81841b21-3124-4bba-b3f3-563705705a5b/control -style histone
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr12-2506	chr12	73110541	73113705	+	654.3	3164.000	9.000000	107.0	0.8	128.96	7.55e-182	0.97
chr12-3799	chr12	83484651	83489241	+	654.3	4590.000	5.000000	107.0	1.7	64.48	5.43e-150	0.98
chr1-5532	chr1	16103031	16107008	+	648.2	3977.000	5.000000	106.0	0.8	127.75	9.74e-180	1.04
chr1-4648	chr1	69104881	69108738	+	648.2	3857.000	7.000000	106.0	3.3	31.94	5.49e-117	0.83
chr2-7244	chr2	104492389	104495027	+	648.2	2638.000	6.000000	106.0	2.5	42.58	7.13e-130	0.97
chr2-6808	chr2	172369116	172372212	+	648.2	3096.000	7.000000	106.0	2.5	42.58	7.13e-130	1.02
chr3-4496	chr3	107330306	107334961	+	648.2	4655.000	6.000000	106.0	1.7	63.88	3.50e-148	0.97
chr3-768	chr3	136669468	136672531	+	648.2	3063.000	21.000000	106.0	1.7	63.88	3.50e-148	0.98
chr4-4626	chr4	28812160	28816129	+	648.2	3969.000	8.000000	106.0	5.0	21.29	4.91e-99	0.94
chr4-3554	chr4	98922298	98925798	+	648.2	3500.000	11.000000	106.0	2.5	42.58	7.13e-130	0.94
chr4-4403	chr4	119292499	119295655	+	648.2	3156.000	9.000000	106.0	0.4	255.50	1.82e-211	0.94
chr5-6196	chr5	147429444	147431983	+	648.2	2539.000	6.000000	106.0	1.7	63.88	3.50e-148	1.00
chr8-4957	chr8	72546746	72549778	+	648.2	3032.000	6.000000	106.0	2.5	42.58	7.13e-130	1.05
chr13-2446	chr13	51845762	51849962	+	648.2	4200.000	10.000000	106.0	4.1	25.55	4.52e-107	0.91
chr15-3217	chr15	53342203	53347138	+	648.2	4935.000	7.000000	106.0	2.5	42.58	7.13e-130	0.92
chr18-2109	chr18	9211882	9215564	+	648.2	3682.000	8.000000	106.0	1.7	63.88	3.50e-148	0.93
chr18-1709	chr18	16806446	16810200	+	648.2	3754.000	10.000000	106.0	5.0	21.29	4.91e-99	1.01
chr18-1307	chr18	73571680	73575395	+	648.2	3715.000	13.000000	106.0	2.5	42.58	7.13e-130	0.97
chr1-2557	chr1	151343705	151347065	+	642.1	3360.000	13.000000	105.0	1.7	63.27	2.24e-146	0.93
chr3-3469	chr3	52267085	52270636	+	642.1	3551.000	8.000000	105.0	5.0	21.09	1.05e-97	0.93
chr7-5088	chr7	73555624	73559518	+	642.1	3894.000	8.000000	105.0	1.7	63.27	2.24e-146	0.88
chr7-5204	chr7	111081066	111083970	+	642.1	2904.000	8.000000	105.0	3.3	31.64	1.75e-115	0.94
chr15-3161	chr15	11903065	11907281	+	642.1	4216.000	7.000000	105.0	2.5	42.18	3.03e-128	0.98
chr17-2151	chr17	34897763	34900663	+	642.1	2900.000	13.000000	105.0	1.7	63.27	2.24e-146	0.97
chr18-2342	chr18	5591016	5594026	+	642.1	3010.000	7.000000	105.0	2.5	42.18	3.03e-128	1.01
chr2-921	chr2	28839348	28841612	+	636.0	2264.000	23.000000	104.0	1.7	62.67	1.41e-144	0.94
chr4-4253	chr4	41134733	41137449	+	636.0	2716.000	9.000000	104.0	1.7	62.67	1.41e-144	0.94
chr4-6762	chr4	140699604	140703918	+	636.0	4314.000	5.000000	104.0	5.0	20.89	2.21e-96	0.91
chr7-5402	chr7	16399064	16403031	+	636.0	3967.000	7.000000	104.0	0.8	125.34	1.57e-175	0.93
chr8-4179	chr8	87957643	87962260	+	636.0	4617.000	8.000000	104.0	7.5	13.93	3.87e-79	0.85
chr8-4674	chr8	123040629	123043790	+	636.0	3161.000	7.000000	104.0	1.7	62.67	1.41e-144	0.93
chr9-2722	chr9	25251069	25254369	+	636.0	3300.000	12.000000	104.0	3.3	31.33	5.55e-114	0.92
chr11-5303	chr11	77685614	77688271	+	636.0	2657.000	10.000000	104.0	3.3	31.33	5.55e-114	0.94
chr11-3887	chr11	86755947	86758605	+	636.0	2658.000	13.000000	104.0	4.1	25.07	2.92e-104	1.01
chr11-6167	chr11	120346439	120350988	+	636.0	4549.000	9.000000	104.0	1.7	62.67	1.41e-144	0.91
chr12-2984	chr12	51689753	51692432	+	636.0	2679.000	7.000000	104.0	1.7	62.67	1.41e-144	0.97
chr12-353	chr12	76368931	76372234	+	636.0	3303.000	24.000000	104.0	1.7	62.67	1.41e-144	0.94
chr15-785	chr15	80254484	80257632	+	636.0	3148.000	19.000000	104.0	0.8	125.34	1.57e-175	0.94
chr17-2847	chr17	15497157	15500901	+	636.0	3744.000	10.000000	104.0	0.4	250.68	1.18e-206	0.80
chr19-3165	chr19	32387166	32390478	+	636.0	3312.000	6.000000	104.0	1.7	62.67	1.41e-144	0.93
chr1-1661	chr1	13372015	13375033	+	629.9	3018.000	16.000000	103.0	0.4	248.27	2.95e-204	0.94
chr2-6089	chr2	156861873	156864840	+	629.9	2967.000	8.000000	103.0	1.7	62.07	8.87e-143	0.97
chr3-1394	chr3	65527620	65530023	+	629.9	2403.000	16.000000	103.0	2.5	41.38	5.35e-125	0.96
chr4-5487	chr4	152008043	152011565	+	629.9	3522.000	7.000000	103.0	4.1	24.83	7.33e-103	0.94
chr5-6387	chr5	53588324	53591982	+	629.9	3658.000	5.000000	103.0	0.8	124.13	1.97e-173	0.99
chr5-5974	chr5	119834386	119840654	+	629.9	6268.000	6.000000	103.0	5.0	20.69	4.62e-95	0.91
chr5-3416	chr5	132541110	132544703	+	629.9	3593.000	12.000000	103.0	5.0	20.69	4.62e-95	0.93
chr8-2510	chr8	94600581	94603388	+	629.9	2807.000	13.000000	103.0	2.5	41.38	5.35e-125	0.93
chr10-5362	chr10	120977548	120979983	+	629.9	2435.000	5.000000	103.0	2.5	41.38	5.35e-125	0.97
chr14-289	chr14	76413980	76416907	+	629.9	2927.000	25.000000	103.0	1.7	62.07	8.87e-143	0.98
chr17-2112	chr17	25831774	25835015	+	629.9	3241.000	13.000000	103.0	0.8	124.13	1.97e-173	1.06
chr17-1107	chr17	57246846	57250948	+	629.9	4102.000	19.000000	103.0	5.8	17.73	1.60e-88	0.99
chr18-2251	chr18	61397650	61401097	+	629.9	3447.000	8.000000	103.0	2.5	41.38	5.35e-125	0.91
chr1-5092	chr1	59480918	59485565	+	623.8	4647.000	6.000000	102.0	1.7	61.46	5.51e-141	0.92
chr2-6176	chr2	180041354	180043759	+	623.8	2405.000	8.000000	102.0	2.5	40.98	2.21e-123	0.94
chr3-2333	chr3	95658164	95661066	+	623.8	2902.000	12.000000	102.0	2.5	40.98	2.21e-123	0.98
chr4-2912	chr4	123662998	123665855	+	623.8	2857.000	13.000000	102.0	0.8	122.93	2.45e-171	0.94
chr5-6482	chr5	90364169	90367630	+	623.8	3461.000	5.000000	102.0	1.7	61.46	5.51e-141	0.94
chr8-4664	chr8	122281203	122285797	+	623.8	4594.000	7.000000	102.0	2.5	40.98	2.21e-123	0.89
chr8-5910	chr8	124946297	124950381	+	623.8	4084.000	5.000000	102.0	2.5	40.98	2.21e-123	0.97
chr10-3921	chr10	126978408	126981317	+	623.8	2909.000	8.000000	102.0	0.8	122.93	2.45e-171	0.94
chr11-1589	chr11	60104893	60107027	+	623.8	2134.000	20.000000	102.0	4.1	24.59	1.82e-101	0.97
chr11-3153	chr11	98201901	98205202	+	623.8	3301.000	15.000000	102.0	4.1	24.59	1.82e-101	0.93
chr16-2945	chr16	5048763	5051813	+	623.8	3050.000	5.000000	102.0	0.4	245.86	7.31e-202	0.94
chr17-417	chr17	47593468	47596797	+	623.8	3329.000	26.000000	102.0	1.7	61.46	5.51e-141	0.93
chr17-2019	chr17	80060559	80062953	+	623.8	2394.000	14.000000	102.0	3.3	30.73	5.40e-111	0.97
chr4-6586	chr4	126254187	126257525	+	617.6	3338.000	5.000000	101.0	2.5	40.57	9.08e-122	0.94
chr5-5140	chr5	4755170	4758980	+	617.6	3810.000	7.000000	101.0	5.0	20.29	1.96e-92	1.01
chr5-5550	chr5	137348325	137353056	+	617.6	4731.000	7.000000	101.0	1.7	60.86	3.38e-139	0.94
chr6-2564	chr6	119478887	119481920	+	617.6	3033.000	11.000000	101.0	0.8	121.72	3.01e-169	0.98
chr7-6972	chr7	30587344	30590222	+	617.6	2878.000	5.000000	101.0	0.8	121.72	3.01e-169	0.94
chr7-4602	chr7	99350406	99353697	+	617.6	3291.000	9.000000	101.0	1.7	60.86	3.38e-139	0.93
chr7-6536	chr7	112022563	112025449	+	617.6	2886.000	6.000000	101.0	2.5	40.57	9.08e-122	0.97
chr8-2961	chr8	46738830	46742306	+	617.6	3476.000	11.000000	101.0	0.4	243.45	1.80e-199	1.02
chr9-3745	chr9	59655811	59659297	+	617.6	3486.000	9.000000	101.0	3.3	30.43	1.66e-109	0.93
chr11-8050	chr11	98148236	98150656	+	617.6	2420.000	6.000000	101.0	1.7	60.86	3.38e-139	1.02
chr2-8525	chr2	172937092	172940797	+	611.5	3705.000	5.000000	100.0	4.1	24.10	1.09e-98	0.91
chr2-7600	chr2	180385500	180391586	+	611.5	6086.000	6.000000	100.0	3.3	30.13	5.05e-108	0.90
chr3-1413	chr3	84813750	84816134	+	611.5	2384.000	16.000000	100.0	3.3	30.13	5.05e-108	0.97
chr5-3096	chr5	124861508	124864479	+	611.5	2971.000	13.000000	100.0	1.7	60.26	2.06e-137	0.97
chr5-4151	chr5	137530604	137533719	+	611.5	3115.000	10.000000	100.0	3.3	30.13	5.05e-108	0.94
chr6-4987	chr6	125162527	125167051	+	611.5	4524.000	5.000000	100.0	1.7	60.26	2.06e-137	0.92
chr8-2761	chr8	85035527	85038833	+	611.5	3306.000	12.000000	100.0	2.5	40.17	3.68e-120	0.94
chr9-4143	chr9	58821876	58825194	+	611.5	3318.000	8.000000	100.0	4.1	24.10	1.09e-98	1.00
chr10-452	chr10	128409060	128412647	+	611.5	3587.000	25.000000	100.0	2.5	40.17	3.68e-120	0.87
chr11-6836	chr11	6471567	6476594	+	611.5	5027.000	7.000000	100.0	1.7	60.26	2.06e-137	0.83
chr11-7282	chr11	97798609	97801400	+	611.5	2791.000	7.000000	100.0	0.4	241.04	4.38e-197	1.01
chr15-1864	chr15	9070451	9073292	+	611.5	2841.000	12.000000	100.0	2.5	40.17	3.68e-120	0.94
chr17-382	chr17	24894609	24897365	+	611.5	2756.000	26.000000	100.0	0.8	120.52	3.66e-167	0.91
chr2-5712	chr2	32080236	32084943	+	605.4	4707.000	8.000000	99.0	4.1	23.86	2.63e-97	0.99
chr2-8220	chr2	126673485	126676550	+	605.4	3065.000	5.000000	99.0	5.0	19.89	7.99e-90	0.94
chr2-9715	chr2	157076918	157079908	+	605.4	2990.000	4.000000	99.0	2.5	39.77	1.48e-118	1.00
chr3-4032	chr3	104863303	104866200	+	605.4	2897.000	7.000000	99.0	1.7	59.66	1.24e-135	0.97
chr4-1607	chr4	116555464	116559024	+	605.4	3560.000	18.000000	99.0	3.3	29.83	1.52e-106	0.98
chr5-5912	chr5	111416180	111420850	+	605.4	4670.000	6.000000	99.0	4.1	23.86	2.63e-97	0.89
chr6-4249	chr6	72898231	72900850	+	605.4	2619.000	6.000000	99.0	1.7	59.66	1.24e-135	0.93
chr6-2020	chr6	117906095	117909231	+	605.4	3136.000	13.000000	99.0	0.8	119.31	4.42e-165	0.93
chr7-6028	chr7	13022785	13026283	+	605.4	3498.000	6.000000	99.0	2.5	39.77	1.48e-118	0.94
chr7-5432	chr7	19358493	19362417	+	605.4	3924.000	7.000000	99.0	2.5	39.77	1.48e-118	0.98
chr9-280	chr9	120492152	120493838	+	605.4	1686.000	29.000000	99.0	0.8	119.31	4.42e-165	0.94
chr11-3315	chr11	19924016	19926357	+	605.4	2341.000	14.000000	99.0	2.5	39.77	1.48e-118	0.94
chr11-7404	chr11	113748783	113752524	+	605.4	3741.000	7.000000	99.0	7.5	13.26	1.84e-73	0.88
chr13-3059	chr13	58126479	58129851	+	605.4	3372.000	8.000000	99.0	1.7	59.66	1.24e-135	0.94
chr13-3903	chr13	89738983	89743014	+	605.4	4031.000	6.000000	99.0	2.5	39.77	1.48e-118	0.92
chr16-2762	chr16	22263315	22266365	+	605.4	3050.000	6.000000	99.0	1.7	59.66	1.24e-135	0.98
chr16-773	chr16	44138282	44141195	+	605.4	2913.000	18.000000	99.0	1.7	59.66	1.24e-135	0.99
chr19-1269	chr19	45015105	45019266	+	605.4	4161.000	15.000000	99.0	5.0	19.89	7.99e-90	0.88
chr19-1617	chr19	55741374	55745497	+	605.4	4123.000	13.000000	99.0	5.8	17.04	1.49e-83	0.89
chr1-3016	chr1	39900087	39903029	+	599.3	2942.000	11.000000	98.0	1.7	59.05	7.41e-134	0.98
chr4-3606	chr4	119108460	119113045	+	599.3	4585.000	11.000000	98.0	2.5	39.37	5.89e-117	0.75
chr4-4933	chr4	134851941	134854548	+	599.3	2607.000	8.000000	98.0	0.4	236.22	2.52e-192	0.94
chr5-790	chr5	77308853	77311274	+	599.3	2421.000	23.000000	98.0	1.7	59.05	7.41e-134	0.94
chr5-5463	chr5	122500645	122503237	+	599.3	2592.000	7.000000	98.0	0.8	118.11	5.27e-163	1.02
chr8-3997	chr8	25601075	25604156	+	599.3	3081.000	8.000000	98.0	0.4	236.22	2.52e-192	1.03
chr10-2307	chr10	80797154	80800209	+	599.3	3055.000	13.000000	98.0	0.4	236.22	2.52e-192	0.93
chr11-7095	chr11	74896108	74899396	+	599.3	3288.000	7.000000	98.0	5.8	16.87	2.54e-82	0.91
chr12-1628	chr12	64964807	64968557	+	599.3	3750.000	13.000000	98.0	3.3	29.53	4.54e-105	0.91
chr13-2327	chr13	21179178	21181655	+	599.3	2477.000	10.000000	98.0	4.1	23.62	6.28e-96	0.99
chr15-3562	chr15	59647322	59651431	+	599.3	4109.000	6.000000	98.0	6.6	14.76	5.40e-77	0.99
chr16-2411	chr16	90282518	90285460	+	599.3	2942.000	8.000000	98.0	3.3	29.53	4.54e-105	0.94
chr17-3847	chr17	13759260	13762279	+	599.3	3019.000	7.000000	98.0	2.5	39.37	5.89e-117	0.87
chr18-3448	chr18	53461625	53465657	+	599.3	4032.000	4.000000	98.0	2.5	39.37	5.89e-117	0.91
chr1-4869	chr1	164455005	164459264	+	593.2	4259.000	7.000000	97.0	2.5	38.97	2.32e-115	0.89
chr1-2070	chr1	171328139	171330719	+	593.2	2580.000	15.000000	97.0	2.5	38.97	2.32e-115	0.94
chr1-4479	chr1	182018047	182021113	+	593.2	3066.000	8.000000	97.0	4.1	23.38	1.48e-94	0.94
chr5-3898	chr5	33819547	33822495	+	593.2	2948.000	10.000000	97.0	4.1	23.38	1.48e-94	0.94
chr5-5082	chr5	137745536	137748819	+	593.2	3283.000	8.000000	97.0	1.7	58.45	4.38e-132	0.97
chr7-1059	chr7	80992640	80994910	+	593.2	2270.000	20.000000	97.0	5.0	19.48	3.13e-87	0.93
chr8-4044	chr8	47287155	47289719	+	593.2	2564.000	8.000000	97.0	2.5	38.97	2.32e-115	0.94
chr8-4649	chr8	120535395	120539156	+	593.2	3761.000	7.000000	97.0	2.5	38.97	2.32e-115	0.90
chr9-419	chr9	61372644	61375311	+	593.2	2667.000	26.000000	97.0	2.5	38.97	2.32e-115	0.98
chr9-3473	chr9	80066436	80069127	+	593.2	2691.000	10.000000	97.0	4.1	23.38	1.48e-94	0.97
chr10-4052	chr10	43477421	43480285	+	593.2	2864.000	7.000000	97.0	0.4	233.81	5.95e-190	0.98
chr10-4496	chr10	54072949	54076460	+	593.2	3511.000	6.000000	97.0	4.1	23.38	1.48e-94	0.94
chr10-3686	chr10	60829044	60832430	+	593.2	3386.000	8.000000	97.0	3.3	29.23	1.34e-103	0.98
chr10-3171	chr10	116580396	116582930	+	593.2	2534.000	10.000000	97.0	0.4	233.81	5.95e-190	0.94
chr11-8672	chr11	69366077	69370057	+	593.2	3980.000	5.000000	97.0	0.8	116.90	6.22e-161	0.75
chr11-9022	chr11	97697729	97701143	+	593.2	3414.000	5.000000	97.0	0.8	116.90	6.22e-161	0.98
chr2-5193	chr2	34370207	34373480	+	587.1	3273.000	9.000000	96.0	4.1	23.14	3.47e-93	0.99
chr2-6445	chr2	72977971	72981285	+	587.1	3314.000	7.000000	96.0	0.8	115.70	7.28e-159	0.88
chr3-3180	chr3	88141631	88144497	+	587.1	2866.000	9.000000	96.0	2.5	38.57	9.04e-114	0.94
chr6-395	chr6	86848578	86851237	+	587.1	2659.000	24.000000	96.0	0.8	115.70	7.28e-159	0.98
chr7-5553	chr7	34387407	34390764	+	587.1	3357.000	7.000000	96.0	3.3	28.92	3.92e-102	0.97
chr7-4964	chr7	36695805	36699079	+	587.1	3274.000	8.000000	96.0	3.3	28.92	3.92e-102	0.99
chr7-3722	chr7	127744631	127747951	+	587.1	3320.000	11.000000	96.0	0.8	115.70	7.28e-159	0.80
chr11-7778	chr11	69120154	69124406	+	587.1	4252.000	6.000000	96.0	1.7	57.85	2.56e-130	0.93
chr11-6707	chr11	105180141	105183065	+	587.1	2924.000	8.000000	96.0	2.5	38.57	9.04e-114	0.90
chr14-437	chr14	21499218	21501694	+	587.1	2476.000	22.000000	96.0	2.5	38.57	9.04e-114	0.50
chr16-1901	chr16	23107079	23110950	+	587.1	3871.000	10.000000	96.0	1.7	57.85	2.56e-130	0.93
chr19-3361	chr19	5423224	5426615	+	587.1	3391.000	5.000000	96.0	2.5	38.57	9.04e-114	0.92
chr1-3754	chr1	55086319	55089767	+	580.9	3448.000	9.000000	95.0	1.7	57.25	1.48e-128	0.89
chr1-3101	chr1	84837864	84840968	+	580.9	3104.000	11.000000	95.0	3.3	28.62	1.14e-100	0.93
chr4-5107	chr4	40267571	40270219	+	580.9	2648.000	7.000000	95.0	0.4	228.99	3.22e-185	1.08
chr5-2695	chr5	72913556	72915697	+	580.9	2141.000	14.000000	95.0	2.5	38.16	3.49e-112	0.94
chr6-243	chr6	47453670	47455586	+	580.9	1916.000	26.000000	95.0	1.7	57.25	1.48e-128	0.97
chr10-4546	chr10	67547212	67549934	+	580.9	2722.000	6.000000	95.0	3.3	28.62	1.14e-100	0.97
chr10-3475	chr10	108331609	108333948	+	580.9	2339.000	9.000000	95.0	3.3	28.62	1.14e-100	0.98
chr12-3313	chr12	69195922	69198529	+	580.9	2607.000	6.000000	95.0	0.8	114.49	8.42e-157	0.92
chr12-2591	chr12	105031007	105034319	+	580.9	3312.000	9.000000	95.0	1.7	57.25	1.48e-128	0.91
chr13-4375	chr13	80882577	80886871	+	580.9	4294.000	5.000000	95.0	1.7	57.25	1.48e-128	0.89
chr15-836	chr15	12320864	12323164	+	580.9	2300.000	18.000000	95.0	2.5	38.16	3.49e-112	0.94
chr15-121	chr15	96459752	96462090	+	580.9	2338.000	30.000000	95.0	1.7	57.25	1.48e-128	0.80
chr16-2448	chr16	4593016	4596809	+	580.9	3793.000	7.000000	95.0	5.0	19.08	1.18e-84	0.94
chr17-1862	chr17	25271789	25274654	+	580.9	2865.000	14.000000	95.0	2.5	38.16	3.49e-112	0.94
chr18-2120	chr18	13969170	13973674	+	580.9	4504.000	8.000000	95.0	4.1	22.90	8.04e-92	0.92
chr19-969	chr19	37206759	37208782	+	580.9	2023.000	17.000000	95.0	0.4	228.99	3.22e-185	1.03
chr19-4177	chr19	41980190	41983190	+	580.9	3000.000	4.000000	95.0	0.8	114.49	8.42e-157	0.93
chr19-2692	chr19	59343793	59346400	+	580.9	2607.000	8.000000	95.0	2.5	38.16	3.49e-112	0.97
chr1-5168	chr1	77512416	77517151	+	574.8	4735.000	6.000000	94.0	0.4	226.58	7.37e-183	0.91
chr4-5635	chr4	48584345	48586966	+	574.8	2621.000	6.000000	94.0	1.7	56.64	8.48e-127	0.99
chr5-1577	chr5	140418348	140420605	+	574.8	2257.000	19.000000	94.0	1.7	56.64	8.48e-127	0.99
chr7-5825	chr7	116030470	116035047	+	574.8	4577.000	7.000000	94.0	3.3	28.32	3.25e-99	0.83
chr7-7405	chr7	126797021	126800344	+	574.8	3323.000	5.000000	94.0	1.7	56.64	8.48e-127	0.98
chr8-2795	chr8	105346409	105350102	+	574.8	3693.000	12.000000	94.0	3.3	28.32	3.25e-99	0.89
chr9-4255	chr9	94535839	94539836	+	574.8	3997.000	8.000000	94.0	2.5	37.76	1.33e-110	0.94
chr11-4807	chr11	93884647	93887152	+	574.8	2505.000	11.000000	94.0	1.7	56.64	8.48e-127	0.92
chr11-7436	chr11	116841813	116844853	+	574.8	3040.000	7.000000	94.0	2.5	37.76	1.33e-110	0.93
chr12-1159	chr12	82168845	82171507	+	574.8	2662.000	16.000000	94.0	1.7	56.64	8.48e-127	0.97
chr13-2304	chr13	5860472	5865404	+	574.8	4932.000	10.000000	94.0	0.8	113.29	9.64e-155	0.87
chr13-4282	chr13	58400097	58403381	+	574.8	3284.000	5.000000	94.0	0.8	113.29	9.64e-155	0.93
chr13-2857	chr13	103919022	103922029	+	574.8	3007.000	9.000000	94.0	3.3	28.32	3.25e-99	1.01
chr17-2593	chr17	17826287	17829841	+	574.8	3554.000	11.000000	94.0	1.7	56.64	8.48e-127	0.98
chr17-2995	chr17	35699686	35704491	+	574.8	4805.000	10.000000	94.0	1.7	56.64	8.48e-127	0.99
chr1-2443	chr1	58391794	58394271	+	568.7	2477.000	13.000000	93.0	1.7	56.04	4.80e-125	0.94
chr1-3400	chr1	59762370	59765847	+	568.7	3477.000	10.000000	93.0	2.5	37.36	5.03e-109	1.03
chr1-2718	chr1	63112766	63115761	+	568.7	2995.000	12.000000	93.0	1.7	56.04	4.80e-125	0.90
chr1-4063	chr1	190168041	190171204	+	568.7	3163.000	9.000000	93.0	3.3	28.02	9.21e-98	0.93
chr2-6299	chr2	27473588	27476483	+	568.7	2895.000	7.000000	93.0	1.7	56.04	4.80e-125	1.00
chr2-7247	chr2	104815392	104818508	+	568.7	3116.000	6.000000	93.0	5.0	18.68	4.25e-82	1.02
chr3-3531	chr3	87171546	87175406	+	568.7	3860.000	8.000000	93.0	5.8	16.01	3.15e-76	0.92
chr5-4824	chr5	73489992	73493030	+	568.7	3038.000	8.000000	93.0	1.7	56.04	4.80e-125	1.01
chr5-5327	chr5	93092001	93095271	+	568.7	3270.000	7.000000	93.0	1.7	56.04	4.80e-125	0.94
chr7-6780	chr7	16046228	16049315	+	568.7	3087.000	5.000000	93.0	0.8	112.08	1.09e-152	0.89
chr8-4829	chr8	34806271	34810594	+	568.7	4323.000	6.000000	93.0	2.5	37.36	5.03e-109	0.98
chr8-3476	chr8	106892118	106894567	+	568.7	2449.000	10.000000	93.0	4.1	22.42	4.17e-89	0.94
chr9-4111	chr9	52047243	52050487	+	568.7	3244.000	8.000000	93.0	4.1	22.42	4.17e-89	0.94
chr10-3777	chr10	79926270	79929558	+	568.7	3288.000	8.000000	93.0	3.3	28.02	9.21e-98	0.91
chr11-1187	chr11	50376745	50379229	+	568.7	2484.000	22.000000	93.0	5.0	18.68	4.25e-82	0.97
chr13-948	chr13	14062727	14065613	+	568.7	2886.000	17.000000	93.0	3.3	28.02	9.21e-98	0.98
chr16-1604	chr16	46495588	46498656	+	568.7	3068.000	12.000000	93.0	1.7	56.04	4.80e-125	0.83
chr17-4607	chr17	56582836	56586446	+	568.7	3610.000	6.000000	93.0	1.7	56.04	4.80e-125	0.99
chr1-3720	chr1	36555656	36559043	+	562.6	3387.000	9.000000	92.0	1.7	55.44	2.69e-123	0.91
chr3-4208	chr3	31093093	31096353	+	562.6	3260.000	6.000000	92.0	2.5	36.96	1.88e-107	0.83
chr3-3609	chr3	95994053	95998125	+	562.6	4072.000	8.000000	92.0	5.8	15.84	5.04e-75	0.98
chr4-1557	chr4	48042683	48047775	+	562.6	5092.000	18.000000	92.0	4.1	22.18	9.36e-88	0.92
chr4-3187	chr4	97776823	97780181	+	562.6	3358.000	12.000000	92.0	3.3	27.72	2.58e-96	0.94
chr4-5950	chr4	133010609	133013849	+	562.6	3240.000	6.000000	92.0	4.1	22.18	9.36e-88	0.94
chr4-2975	chr4	134922676	134925328	+	562.6	2652.000	13.000000	92.0	3.3	27.72	2.58e-96	1.05
chr5-5568	chr5	138992804	138996226	+	562.6	3422.000	7.000000	92.0	2.5	36.96	1.88e-107	0.93
chr6-2416	chr6	39205104	39207810	+	562.6	2706.000	11.000000	92.0	0.8	110.88	1.22e-150	0.98
chr6-3091	chr6	83053163	83056060	+	562.6	2897.000	9.000000	92.0	4.1	22.18	9.36e-88	0.99
chr6-3136	chr6	94281634	94285202	+	562.6	3568.000	9.000000	92.0	2.5	36.96	1.88e-107	0.93
chr8-5343	chr8	33927586	33931762	+	562.6	4176.000	5.000000	92.0	2.5	36.96	1.88e-107	0.94
chr9-5058	chr9	59035087	59037563	+	562.6	2476.000	6.000000	92.0	0.8	110.88	1.22e-150	0.91
chr10-1405	chr10	43578387	43581425	+	562.6	3038.000	17.000000	92.0	3.3	27.72	2.58e-96	1.05
chr10-517	chr10	108161633	108164115	+	562.6	2482.000	24.000000	92.0	0.8	110.88	1.22e-150	0.98
chr11-2797	chr11	94990746	94993408	+	562.6	2662.000	16.000000	92.0	2.5	36.96	1.88e-107	0.98
chr11-6768	chr11	117653584	117656520	+	562.6	2936.000	8.000000	92.0	5.0	18.48	7.94e-81	0.94
chr12-1540	chr12	111038315	111041280	+	562.6	2965.000	14.000000	92.0	2.5	36.96	1.88e-107	0.97
chr12-325	chr12	111537466	111539568	+	562.6	2102.000	25.000000	92.0	0.8	110.88	1.22e-150	0.97
chr14-2348	chr14	28504358	28508187	+	562.6	3829.000	9.000000	92.0	5.8	15.84	5.04e-75	0.90
chr15-839	chr15	28023962	28026454	+	562.6	2492.000	18.000000	92.0	2.5	36.96	1.88e-107	0.94
chr16-641	chr16	8829155	8832114	+	562.6	2959.000	19.000000	92.0	4.1	22.18	9.36e-88	1.03
chr16-2853	chr16	52450183	52454867	+	562.6	4684.000	6.000000	92.0	1.7	55.44	2.69e-123	0.92
chr18-477	chr18	7868325	7871021	+	562.6	2696.000	20.000000	92.0	0.8	110.88	1.22e-150	0.94
chr1-4703	chr1	86357863	86360947	+	556.5	3084.000	7.000000	91.0	1.7	54.84	1.49e-121	0.91
chr3-753	chr3	122728830	122731166	+	556.5	2336.000	21.000000	91.0	3.3	27.42	7.16e-95	0.98
chr4-3349	chr4	134286343	134288600	+	556.5	2257.000	12.000000	91.0	1.7	54.84	1.49e-121	0.93
chr5-4069	chr5	121835300	121839112	+	556.5	3812.000	10.000000	91.0	5.0	18.28	1.47e-79	0.92
