# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/0114084d-4a72-4cef-87b7-263e647b74e0/treatment
#
# total peaks = 17438
# peak size = 500
# peaks found using tags on both strands
# minimum distance between peaks = 1000
# fragment length = 172
# genome size = 2000000000
# Total tags = 1490767.0
# Total tags in peaks = 668168.0
# Approximate IP efficiency = 44.82%
# tags per bp = 0.000732
# expected tags per peak = 0.366
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 4.0
# number of putative peaks = 135445
#
# input tag directory = /home/0114084d-4a72-4cef-87b7-263e647b74e0/control
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 3
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks /home/0114084d-4a72-4cef-87b7-263e647b74e0/treatment -o /home/0114084d-4a72-4cef-87b7-263e647b74e0/module_out/mouse_heart_H3K4me3_rep1.homer.txt -i /home/0114084d-4a72-4cef-87b7-263e647b74e0/control -style histone
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr17-4826	chr17	17825607	17830386	+	872.0	4779.000	6.000000	130.0	5.2	25.18	4.35e-130	0.94
chr19-1574	chr19	5724557	5729846	+	872.0	5289.000	15.000000	130.0	5.2	25.18	4.35e-130	0.67
chr2-5754	chr2	118900191	118903329	+	865.3	3138.000	10.000000	129.0	2.2	58.30	6.94e-175	0.99
chr5-5538	chr5	99976100	99979912	+	865.3	3812.000	8.000000	129.0	0.7	174.91	8.43e-236	0.94
chr8-3536	chr8	124947060	124950665	+	865.3	3605.000	12.000000	129.0	2.2	58.30	6.94e-175	0.94
chr9-5281	chr9	67046229	67050076	+	865.3	3847.000	7.000000	129.0	2.2	58.30	6.94e-175	0.97
chr12-1086	chr12	80434692	80437150	+	865.3	2458.000	20.000000	129.0	2.2	58.30	6.94e-175	1.01
chr16-1256	chr16	50429299	50432890	+	865.3	3591.000	17.000000	129.0	4.4	29.15	5.26e-137	0.99
chr17-3302	chr17	35978336	35981211	+	865.3	2875.000	11.000000	129.0	1.5	87.45	2.78e-197	0.98
chr2-4160	chr2	153442940	153446366	+	858.6	3426.000	14.000000	128.0	3.7	34.71	2.34e-145	0.91
chr3-1730	chr3	95658195	95661459	+	858.6	3264.000	18.000000	128.0	3.0	43.39	1.91e-157	0.93
chr5-4281	chr5	90364644	90367445	+	858.6	2801.000	11.000000	128.0	0.7	173.55	1.48e-233	0.94
chr6-3536	chr6	117906043	117909378	+	858.6	3335.000	10.000000	128.0	3.7	34.71	2.34e-145	0.98
chr10-726	chr10	108161434	108164480	+	858.6	3046.000	26.000000	128.0	0.7	173.55	1.48e-233	1.00
chr10-2000	chr10	126978458	126981517	+	858.6	3059.000	17.000000	128.0	1.5	86.78	2.43e-195	0.97
chr11-2131	chr11	58976918	58980104	+	858.6	3186.000	21.000000	128.0	2.2	57.85	4.05e-173	0.97
chr11-2386	chr11	60104805	60107531	+	858.6	2726.000	20.000000	128.0	3.7	34.71	2.34e-145	0.94
chr12-3154	chr12	15812913	15817834	+	858.6	4921.000	8.000000	128.0	4.4	28.93	1.53e-135	0.93
chr19-3485	chr19	4394815	4398906	+	858.6	4091.000	6.000000	128.0	1.5	86.78	2.43e-195	1.06
chr2-6354	chr2	152394975	152399887	+	851.9	4912.000	9.000000	127.0	3.7	34.44	8.11e-144	0.94
chr4-2969	chr4	48042416	48048289	+	851.9	5873.000	15.000000	127.0	0.7	172.20	2.56e-231	0.94
chr4-5500	chr4	88031207	88034416	+	851.9	3209.000	8.000000	127.0	5.2	24.60	6.79e-126	1.01
chr5-3863	chr5	32132887	32138033	+	851.9	5146.000	12.000000	127.0	3.7	34.44	8.11e-144	0.92
chr8-4168	chr8	13103764	13106718	+	851.9	2954.000	9.000000	127.0	2.2	57.40	2.34e-171	0.91
chr9-4779	chr9	44603472	44606488	+	851.9	3016.000	8.000000	127.0	2.2	57.40	2.34e-171	0.94
chr13-4375	chr13	60174840	60178721	+	851.9	3881.000	6.000000	127.0	0.7	172.20	2.56e-231	0.94
chr1-5943	chr1	155097316	155099871	+	845.2	2555.000	6.000000	126.0	2.2	56.95	1.34e-169	0.94
chr7-4785	chr7	16399004	16402981	+	845.2	3977.000	10.000000	126.0	0.7	170.84	4.41e-229	1.04
chr8-1443	chr8	71379851	71382786	+	845.2	2935.000	21.000000	126.0	1.5	85.42	1.81e-191	0.94
chr11-6428	chr11	117653446	117656566	+	845.2	3120.000	10.000000	126.0	0.4	341.68	7.49e-267	0.94
chr16-2334	chr16	84833662	84836413	+	845.2	2751.000	10.000000	126.0	0.7	170.84	4.41e-229	0.93
chr17-2811	chr17	65611941	65615058	+	845.2	3117.000	13.000000	126.0	3.0	42.71	3.57e-154	0.98
chr3-5768	chr3	135437270	135440754	+	838.5	3484.000	5.000000	125.0	2.2	56.50	7.66e-168	0.94
chr6-4509	chr6	94281364	94284958	+	838.5	3594.000	7.000000	125.0	0.7	169.49	7.53e-227	0.97
chr8-4593	chr8	46738742	46742019	+	838.5	3277.000	8.000000	125.0	1.5	84.74	1.55e-189	0.93
chr11-3941	chr11	69409004	69412453	+	838.5	3449.000	15.000000	125.0	4.4	28.25	3.63e-131	0.97
chr11-4858	chr11	84868978	84871597	+	838.5	2619.000	13.000000	125.0	2.2	56.50	7.66e-168	0.99
chr15-3635	chr15	11902886	11907660	+	838.5	4774.000	7.000000	125.0	2.2	56.50	7.66e-168	0.94
chr17-1536	chr17	27907099	27910442	+	838.5	3343.000	19.000000	125.0	3.7	33.90	9.55e-141	0.92
chr17-2306	chr17	45572082	45574776	+	838.5	2694.000	15.000000	125.0	1.5	84.74	1.55e-189	0.93
chr17-2829	chr17	74293775	74296426	+	838.5	2651.000	13.000000	125.0	0.4	338.97	2.56e-264	0.94
chr2-7716	chr2	20966076	20970091	+	831.8	4015.000	6.000000	124.0	3.0	42.03	6.47e-151	0.94
chr2-5708	chr2	92182570	92186348	+	831.8	3778.000	10.000000	124.0	1.5	84.07	1.31e-187	0.93
chr2-8242	chr2	152411309	152415405	+	831.8	4096.000	6.000000	124.0	2.2	56.04	4.33e-166	0.90
chr2-8401	chr2	174328597	174331761	+	831.8	3164.000	6.000000	124.0	1.5	84.07	1.31e-187	0.99
chr3-5641	chr3	101600996	101605597	+	831.8	4601.000	5.000000	124.0	1.5	84.07	1.31e-187	0.93
chr4-2632	chr4	141536032	141539533	+	831.8	3501.000	17.000000	124.0	3.7	33.63	3.24e-139	0.98
chr4-3483	chr4	155490819	155493393	+	831.8	2574.000	14.000000	124.0	0.7	168.13	1.28e-224	0.99
chr5-4369	chr5	121835263	121839544	+	831.8	4281.000	11.000000	124.0	2.2	56.04	4.33e-166	0.93
chr5-4034	chr5	122987366	122991965	+	831.8	4599.000	12.000000	124.0	5.9	21.02	7.38e-115	0.98
chr5-847	chr5	124861835	124864235	+	831.8	2400.000	27.000000	124.0	0.7	168.13	1.28e-224	1.00
chr5-6861	chr5	147075490	147078473	+	831.8	2983.000	6.000000	124.0	2.2	56.04	4.33e-166	0.97
chr7-7274	chr7	73555649	73559524	+	831.8	3875.000	6.000000	124.0	0.7	168.13	1.28e-224	0.94
chr7-634	chr7	127875172	127877844	+	831.8	2672.000	28.000000	124.0	2.2	56.04	4.33e-166	0.97
chr11-5959	chr11	120346443	120350613	+	831.8	4170.000	11.000000	124.0	0.7	168.13	1.28e-224	0.98
chr13-4234	chr13	24799561	24803396	+	831.8	3835.000	6.000000	124.0	3.0	42.03	6.47e-151	1.02
chr15-3352	chr15	38298478	38302484	+	831.8	4006.000	8.000000	124.0	3.7	33.63	3.24e-139	0.91
chr1-6691	chr1	190167900	190171461	+	825.1	3561.000	5.000000	123.0	2.2	55.59	2.43e-164	1.02
chr3-4170	chr3	59004992	59007943	+	825.1	2951.000	8.000000	123.0	0.7	166.77	2.15e-222	0.98
chr4-4697	chr4	97775317	97780036	+	825.1	4719.000	10.000000	123.0	1.5	83.39	1.10e-185	0.92
chr4-6570	chr4	116073108	116077217	+	825.1	4109.000	6.000000	123.0	3.0	41.69	2.72e-149	0.67
chr5-5234	chr5	122499620	122503288	+	825.1	3668.000	9.000000	123.0	3.7	33.35	1.09e-137	0.96
chr7-6788	chr7	127477257	127480396	+	825.1	3139.000	7.000000	123.0	0.4	333.55	2.92e-259	0.98
chr8-4936	chr8	26975900	26980452	+	825.1	4552.000	7.000000	123.0	1.5	83.39	1.10e-185	0.92
chr10-753	chr10	26373313	26377127	+	825.1	3814.000	25.000000	123.0	0.7	166.77	2.15e-222	0.97
chr10-5124	chr10	80114679	80117912	+	825.1	3233.000	6.000000	123.0	3.0	41.69	2.72e-149	1.02
chr11-7401	chr11	88715570	88719666	+	825.1	4096.000	8.000000	123.0	3.0	41.69	2.72e-149	0.94
chr15-4238	chr15	88861366	88864867	+	825.1	3501.000	6.000000	123.0	3.0	41.69	2.72e-149	1.03
chr16-2379	chr16	5048623	5051603	+	825.1	2980.000	9.000000	123.0	2.2	55.59	2.43e-164	0.93
chr17-5367	chr17	26836734	26842559	+	825.1	5825.000	5.000000	123.0	3.0	41.69	2.72e-149	0.91
chr18-1670	chr18	61554554	61557818	+	825.1	3264.000	13.000000	123.0	1.5	83.39	1.10e-185	0.98
chr19-2437	chr19	55741208	55745273	+	825.1	4065.000	11.000000	123.0	3.0	41.69	2.72e-149	0.93
chr1-3321	chr1	178527451	178531363	+	818.4	3912.000	13.000000	122.0	3.0	41.35	1.13e-147	0.93
chr4-5678	chr4	129740367	129743505	+	818.4	3138.000	8.000000	122.0	1.5	82.71	9.21e-184	0.96
chr6-2012	chr6	125163580	125167555	+	818.4	3975.000	16.000000	122.0	2.2	55.14	1.35e-162	0.93
chr8-4105	chr8	120535604	120539338	+	818.4	3734.000	10.000000	122.0	3.7	33.08	3.63e-136	0.98
chr12-1089	chr12	82168738	82171789	+	818.4	3051.000	20.000000	122.0	2.2	55.14	1.35e-162	0.94
chr12-1697	chr12	111038272	111040901	+	818.4	2629.000	16.000000	122.0	3.0	41.35	1.13e-147	0.94
chr16-3250	chr16	94568818	94571667	+	818.4	2849.000	6.000000	122.0	1.5	82.71	9.21e-184	0.94
chr17-1923	chr17	34602753	34607023	+	818.4	4270.000	17.000000	122.0	3.0	41.35	1.13e-147	1.00
chr1-3597	chr1	161033854	161037362	+	811.7	3508.000	12.000000	121.0	6.6	18.23	4.98e-105	0.93
chr1-6	chr1	195241482	195242236	+	811.7	754.000	60.000000	121.0	4.4	27.34	2.20e-125	1.73
chr3-1749	chr3	103279158	103281451	+	811.7	2293.000	18.000000	121.0	0.7	164.06	5.92e-218	0.95
chr5-5799	chr5	4754634	4758965	+	811.7	4331.000	7.000000	121.0	3.7	32.81	1.20e-134	0.92
chr5-3440	chr5	123343815	123346787	+	811.7	2972.000	14.000000	121.0	3.0	41.02	4.69e-146	0.94
chr6-5246	chr6	39204692	39207548	+	811.7	2856.000	5.000000	121.0	0.4	328.13	3.22e-254	0.94
chr11-4350	chr11	74896260	74899166	+	811.7	2906.000	14.000000	121.0	2.2	54.69	7.44e-161	0.90
chr14-2036	chr14	79480347	79484164	+	811.7	3817.000	13.000000	121.0	5.9	20.51	6.69e-111	1.01
chr15-3391	chr15	59078371	59082576	+	811.7	4205.000	8.000000	121.0	2.2	54.69	7.44e-161	0.94
chr2-9320	chr2	168204287	168207618	+	805.0	3331.000	5.000000	120.0	2.2	54.24	4.07e-159	1.01
chr3-4756	chr3	131109431	131113353	+	805.0	3922.000	7.000000	120.0	0.7	162.71	9.71e-216	0.93
chr5-1157	chr5	64802583	64805561	+	805.0	2978.000	24.000000	120.0	2.2	54.24	4.07e-159	1.02
chr5-1685	chr5	76303418	76305943	+	805.0	2525.000	21.000000	120.0	0.7	162.71	9.71e-216	0.94
chr7-5123	chr7	127024491	127027893	+	805.0	3402.000	10.000000	120.0	1.5	81.35	6.25e-180	0.94
chr9-5253	chr9	63755979	63759533	+	805.0	3554.000	7.000000	120.0	0.7	162.71	9.71e-216	0.97
chr11-7445	chr11	97697678	97701105	+	805.0	3427.000	8.000000	120.0	4.4	27.12	6.03e-124	0.97
chr13-2364	chr13	111807359	111809920	+	805.0	2561.000	13.000000	120.0	0.7	162.71	9.71e-216	1.00
chr15-3667	chr15	36607376	36610305	+	805.0	2929.000	7.000000	120.0	2.2	54.24	4.07e-159	0.94
chr16-2782	chr16	8735834	8739561	+	805.0	3727.000	7.000000	120.0	3.7	32.54	3.94e-133	0.94
chr17-2910	chr17	25271732	25274677	+	805.0	2945.000	12.000000	120.0	2.2	54.24	4.07e-159	0.94
chr17-1055	chr17	72917649	72921773	+	805.0	4124.000	23.000000	120.0	3.7	32.54	3.94e-133	0.90
chr6-5690	chr6	145862183	145866942	+	798.2	4759.000	5.000000	119.0	2.2	53.78	2.21e-157	0.85
chr7-6426	chr7	28807889	28812980	+	798.2	5091.000	7.000000	119.0	1.5	80.68	5.09e-178	0.83
chr8-3896	chr8	44934476	44939140	+	798.2	4664.000	10.000000	119.0	3.7	32.27	1.28e-131	0.91
chr8-3120	chr8	76898766	76903076	+	798.2	4310.000	13.000000	119.0	2.2	53.78	2.21e-157	0.91
chr9-2438	chr9	62810304	62812664	+	798.2	2360.000	16.000000	119.0	0.7	161.35	1.58e-213	0.99
chr9-3506	chr9	88480598	88483746	+	798.2	3148.000	12.000000	119.0	3.0	40.34	7.83e-143	0.92
chr10-608	chr10	70096597	70099524	+	798.2	2927.000	27.000000	119.0	0.4	322.70	3.44e-249	0.97
chr12-1450	chr12	69371419	69374444	+	798.2	3025.000	17.000000	119.0	3.0	40.34	7.83e-143	0.94
chr14-3622	chr14	46881786	46886035	+	798.2	4249.000	6.000000	119.0	3.0	40.34	7.83e-143	0.93
chr17-1542	chr17	29031866	29035021	+	798.2	3155.000	19.000000	119.0	2.2	53.78	2.21e-157	0.98
chr18-3023	chr18	39488428	39492116	+	798.2	3688.000	6.000000	119.0	0.7	161.35	1.58e-213	0.98
chr3-3149	chr3	145987308	145990712	+	791.5	3404.000	12.000000	118.0	1.5	80.00	4.10e-176	0.98
chr4-7159	chr4	108832278	108835784	+	791.5	3506.000	5.000000	118.0	4.4	26.67	4.40e-121	0.94
chr5-5061	chr5	47982448	47987036	+	791.5	4588.000	9.000000	118.0	3.7	32.00	4.14e-130	0.89
chr5-6628	chr5	115155608	115159248	+	791.5	3640.000	6.000000	118.0	1.5	80.00	4.10e-176	0.98
chr5-6681	chr5	119834224	119840761	+	791.5	6537.000	6.000000	118.0	3.0	40.00	3.16e-141	0.91
chr6-2701	chr6	113075634	113080196	+	791.5	4562.000	13.000000	118.0	2.2	53.33	1.19e-155	1.03
chr7-5515	chr7	92667923	92670765	+	791.5	2842.000	9.000000	118.0	2.2	53.33	1.19e-155	1.00
chr7-4631	chr7	116030873	116035090	+	791.5	4217.000	11.000000	118.0	6.6	17.78	2.95e-101	0.85
chr8-2554	chr8	35587652	35592313	+	791.5	4661.000	15.000000	118.0	0.7	160.00	2.55e-211	0.85
chr9-2644	chr9	58821984	58825113	+	791.5	3129.000	15.000000	118.0	7.4	16.00	3.56e-96	0.97
chr11-7832	chr11	62455810	62459343	+	791.5	3533.000	7.000000	118.0	3.7	32.00	4.14e-130	0.94
chr11-4395	chr11	85831877	85838664	+	791.5	6787.000	14.000000	118.0	7.4	16.00	3.56e-96	0.89
chr11-6926	chr11	106786706	106790320	+	791.5	3614.000	9.000000	118.0	3.0	40.00	3.16e-141	0.92
chr12-2534	chr12	64964620	64968726	+	791.5	4106.000	11.000000	118.0	2.2	53.33	1.19e-155	0.90
chr14-3718	chr14	63266793	63271939	+	791.5	5146.000	6.000000	118.0	3.0	40.00	3.16e-141	0.89
chr15-3376	chr15	53342028	53346852	+	791.5	4824.000	8.000000	118.0	4.4	26.67	4.40e-121	0.89
chr16-2893	chr16	38362036	38366462	+	791.5	4426.000	7.000000	118.0	5.2	22.86	1.68e-113	0.83
chr18-1722	chr18	13969494	13973657	+	791.5	4163.000	12.000000	118.0	3.0	40.00	3.16e-141	0.93
chr18-2570	chr18	53462142	53465744	+	791.5	3602.000	8.000000	118.0	3.7	32.00	4.14e-130	0.98
chr19-2891	chr19	45014946	45019098	+	791.5	4152.000	9.000000	118.0	3.7	32.00	4.14e-130	0.80
chr19-1129	chr19	53140370	53144251	+	791.5	3881.000	19.000000	118.0	1.5	80.00	4.10e-176	0.85
chr1-654	chr1	63112851	63116184	+	784.8	3333.000	27.000000	117.0	2.2	52.88	6.33e-154	0.85
chr4-1790	chr4	28813212	28816150	+	784.8	2938.000	20.000000	117.0	1.5	79.32	3.28e-174	0.98
chr7-6963	chr7	16046078	16049458	+	784.8	3380.000	6.000000	117.0	2.2	52.88	6.33e-154	0.94
chr7-4147	chr7	90442137	90444970	+	784.8	2833.000	12.000000	117.0	2.2	52.88	6.33e-154	0.94
chr7-5619	chr7	126501417	126504067	+	784.8	2650.000	9.000000	117.0	0.7	158.64	4.08e-209	1.00
chr8-4369	chr8	87958019	87962600	+	784.8	4581.000	9.000000	117.0	2.2	52.88	6.33e-154	0.98
chr9-3542	chr9	106367234	106371508	+	784.8	4274.000	12.000000	117.0	3.0	39.66	1.26e-139	0.94
chr10-3040	chr10	63022436	63024905	+	784.8	2469.000	12.000000	117.0	2.2	52.88	6.33e-154	0.94
chr11-10582	chr11	69979321	69982735	+	784.8	3414.000	4.000000	117.0	1.5	79.32	3.28e-174	1.01
chr12-3747	chr12	8497874	8500824	+	784.8	2950.000	6.000000	117.0	0.7	158.64	4.08e-209	0.94
chr13-4945	chr13	93496909	93500393	+	784.8	3484.000	5.000000	117.0	1.5	79.32	3.28e-174	0.98
chr15-2437	chr15	81855892	81860056	+	784.8	4164.000	12.000000	117.0	3.7	31.73	1.33e-128	1.02
chr16-1216	chr16	18876098	18878838	+	784.8	2740.000	17.000000	117.0	0.4	317.28	3.55e-244	0.93
chr18-3205	chr18	15061515	15066436	+	784.8	4921.000	5.000000	117.0	5.2	22.66	3.84e-112	0.94
chr18-1798	chr18	56706965	56709989	+	784.8	3024.000	12.000000	117.0	3.7	31.73	1.33e-128	0.98
chr19-1794	chr19	21271341	21275183	+	784.8	3842.000	14.000000	117.0	3.7	31.73	1.33e-128	0.91
chr19-3786	chr19	59343254	59346769	+	784.8	3515.000	6.000000	117.0	3.0	39.66	1.26e-139	0.94
chr1-6056	chr1	180811330	180814818	+	778.1	3488.000	6.000000	116.0	0.7	157.28	6.47e-207	1.02
chr2-8644	chr2	34369319	34374037	+	778.1	4718.000	5.000000	116.0	2.2	52.43	3.35e-152	0.99
chr2-6819	chr2	121448434	121450710	+	778.1	2276.000	8.000000	116.0	2.2	52.43	3.35e-152	0.96
chr2-6905	chr2	153239338	153242407	+	778.1	3069.000	8.000000	116.0	3.0	39.32	5.01e-138	0.94
chr3-3221	chr3	51339295	51342545	+	778.1	3250.000	11.000000	116.0	4.4	26.21	3.10e-118	0.93
chr3-2698	chr3	52101507	52105640	+	778.1	4133.000	13.000000	116.0	1.5	78.64	2.60e-172	0.94
chr4-6620	chr4	123662656	123666006	+	778.1	3350.000	6.000000	116.0	0.7	157.28	6.47e-207	0.94
chr4-6637	chr4	126254195	126257590	+	778.1	3395.000	6.000000	116.0	3.0	39.32	5.01e-138	0.94
chr5-4249	chr5	65762727	65765663	+	778.1	2936.000	11.000000	116.0	1.5	78.64	2.60e-172	0.94
chr5-6749	chr5	132540764	132544492	+	778.1	3728.000	6.000000	116.0	0.7	157.28	6.47e-207	0.87
chr5-3203	chr5	137745520	137749197	+	778.1	3677.000	15.000000	116.0	4.4	26.21	3.10e-118	0.94
chr8-4348	chr8	84686133	84690257	+	778.1	4124.000	9.000000	116.0	1.5	78.64	2.60e-172	0.50
chr13-3275	chr13	51845277	51849621	+	778.1	4344.000	9.000000	116.0	3.0	39.32	5.01e-138	0.93
chr14-2977	chr14	16364006	16366815	+	778.1	2809.000	8.000000	116.0	1.5	78.64	2.60e-172	0.97
chr16-3025	chr16	11251974	11255059	+	778.1	3085.000	6.000000	116.0	1.5	78.64	2.60e-172	0.96
chr17-4000	chr17	57246688	57251028	+	778.1	4340.000	9.000000	116.0	3.7	31.46	4.21e-127	0.88
chr3-5061	chr3	95928338	95931101	+	771.4	2763.000	6.000000	115.0	2.2	51.98	1.76e-150	0.98
chr3-5067	chr3	95993238	95996825	+	771.4	3587.000	6.000000	115.0	3.0	38.98	1.97e-136	0.94
chr7-3657	chr7	34387923	34390720	+	771.4	2797.000	13.000000	115.0	1.5	77.96	2.05e-170	0.99
chr11-6675	chr11	69670434	69672795	+	771.4	2361.000	9.000000	115.0	1.5	77.96	2.05e-170	0.94
chr11-7307	chr11	74722365	74725058	+	771.4	2693.000	8.000000	115.0	2.2	51.98	1.76e-150	0.96
chr11-3355	chr11	86756066	86758899	+	771.4	2833.000	17.000000	115.0	3.0	38.98	1.97e-136	0.98
chr13-2012	chr13	31806048	31809641	+	771.4	3593.000	14.000000	115.0	4.4	25.99	8.14e-117	0.99
chr13-3686	chr13	80882617	80886946	+	771.4	4329.000	8.000000	115.0	0.7	155.93	1.02e-204	0.92
chr18-1962	chr18	47366320	47370992	+	771.4	4672.000	11.000000	115.0	3.0	38.98	1.97e-136	0.92
chr18-259	chr18	73573025	73576057	+	771.4	3032.000	29.000000	115.0	0.7	155.93	1.02e-204	0.88
chr1-4777	chr1	16103369	16106847	+	764.7	3478.000	8.000000	114.0	0.7	154.57	1.59e-202	0.99
chr2-816	chr2	57114351	57117780	+	764.7	3429.000	28.000000	114.0	7.4	15.46	2.22e-91	0.98
chr4-6228	chr4	135270177	135273781	+	764.7	3604.000	7.000000	114.0	3.0	38.64	7.69e-135	0.93
chr5-3404	chr5	113770684	113773837	+	764.7	3153.000	14.000000	114.0	2.2	51.52	9.13e-149	0.87
chr6-1132	chr6	119478872	119482501	+	764.7	3629.000	21.000000	114.0	3.7	30.91	4.13e-124	0.91
chr7-5270	chr7	19093285	19096667	+	764.7	3382.000	9.000000	114.0	3.0	38.64	7.69e-135	0.94
chr7-6655	chr7	90128986	90132759	+	764.7	3773.000	7.000000	114.0	0.7	154.57	1.59e-202	0.98
chr8-5775	chr8	123040186	123043277	+	764.7	3091.000	6.000000	114.0	2.2	51.52	9.13e-149	0.97
chr9-5948	chr9	120933090	120935890	+	764.7	2800.000	6.000000	114.0	0.7	154.57	1.59e-202	0.97
chr10-3049	chr10	68276389	68280809	+	764.7	4420.000	12.000000	114.0	3.0	38.64	7.69e-135	0.91
chr11-6672	chr11	69577916	69582187	+	764.7	4271.000	9.000000	114.0	5.2	22.08	4.36e-108	0.99
chr11-5808	chr11	97361973	97364305	+	764.7	2332.000	11.000000	114.0	1.5	77.29	1.60e-168	0.96
chr11-8168	chr11	109649680	109652643	+	764.7	2963.000	7.000000	114.0	1.5	77.29	1.60e-168	0.97
chr13-3233	chr13	34343440	34346221	+	764.7	2781.000	9.000000	114.0	1.5	77.29	1.60e-168	1.01
chr13-2978	chr13	48965971	48969247	+	764.7	3276.000	10.000000	114.0	0.4	309.14	1.11e-236	0.94
chr16-2847	chr16	30062557	30067300	+	764.7	4743.000	7.000000	114.0	4.4	25.76	2.12e-115	0.75
chr19-3352	chr19	32386926	32390479	+	764.7	3553.000	7.000000	114.0	3.0	38.64	7.69e-135	0.87
chr2-6301	chr2	130177676	130180245	+	758.0	2569.000	9.000000	113.0	2.2	51.07	4.70e-147	0.97
chr3-2268	chr3	87906004	87909383	+	758.0	3379.000	15.000000	113.0	2.2	51.07	4.70e-147	0.93
chr3-3887	chr3	88620526	88624176	+	758.0	3650.000	9.000000	113.0	1.5	76.61	1.23e-166	0.94
chr6-5244	chr6	38873701	38877034	+	758.0	3333.000	5.000000	113.0	1.5	76.61	1.23e-166	0.94
chr7-5485	chr7	80992272	80995110	+	758.0	2838.000	9.000000	113.0	1.5	76.61	1.23e-166	0.94
chr8-3879	chr8	27085223	27088475	+	758.0	3252.000	10.000000	113.0	3.0	38.30	2.97e-133	0.97
chr8-4613	chr8	57485935	57488878	+	758.0	2943.000	8.000000	113.0	3.0	38.30	2.97e-133	0.94
chr9-5795	chr9	94535249	94539541	+	758.0	4292.000	6.000000	113.0	2.2	51.07	4.70e-147	1.01
chr10-4549	chr10	4386276	4389937	+	758.0	3661.000	7.000000	113.0	1.5	76.61	1.23e-166	0.94
chr10-5041	chr10	61145660	61148339	+	758.0	2679.000	6.000000	113.0	1.5	76.61	1.23e-166	0.94
chr11-3519	chr11	19924026	19926283	+	758.0	2257.000	16.000000	113.0	0.7	153.22	2.45e-200	0.98
chr11-6745	chr11	78163291	78166244	+	758.0	2953.000	9.000000	113.0	3.0	38.30	2.97e-133	0.94
chr11-9909	chr11	113682454	113685525	+	758.0	3071.000	5.000000	113.0	0.7	153.22	2.45e-200	0.94
chr12-2694	chr12	25093143	25096991	+	758.0	3848.000	10.000000	113.0	0.7	153.22	2.45e-200	0.98
chr13-2839	chr13	113614730	113618847	+	758.0	4117.000	11.000000	113.0	3.7	30.64	1.28e-122	0.90
chr16-2504	chr16	52450020	52454790	+	758.0	4770.000	9.000000	113.0	3.7	30.64	1.28e-122	0.92
chr17-2558	chr17	47593335	47597209	+	758.0	3874.000	14.000000	113.0	5.2	21.89	9.64e-107	0.92
chr18-3737	chr18	46522202	46526865	+	758.0	4663.000	4.000000	113.0	3.0	38.30	2.97e-133	0.93
chr1-3695	chr1	10037032	10040518	+	751.3	3486.000	11.000000	112.0	4.4	25.31	1.39e-112	0.87
chr1-3753	chr1	55086548	55089738	+	751.3	3190.000	11.000000	112.0	5.9	18.98	3.18e-99	0.89
chr4-7223	chr4	119292228	119295644	+	751.3	3416.000	5.000000	112.0	3.0	37.96	1.14e-131	0.99
chr4-4918	chr4	154634770	154638460	+	751.3	3690.000	10.000000	112.0	0.7	151.86	3.76e-198	0.92
chr6-4030	chr6	32585391	32588806	+	751.3	3415.000	8.000000	112.0	0.7	151.86	3.76e-198	0.94
chr13-1983	chr13	21179087	21181934	+	751.3	2847.000	14.000000	112.0	0.7	151.86	3.76e-198	0.94
chr17-2752	chr17	35915468	35919780	+	751.3	4312.000	13.000000	112.0	1.5	75.93	9.46e-165	0.99
chr17-5565	chr17	47138557	47142815	+	751.3	4258.000	5.000000	112.0	0.7	151.86	3.76e-198	0.91
chr19-2814	chr19	26603973	26608075	+	751.3	4102.000	9.000000	112.0	2.2	50.62	2.40e-145	0.91
chr1-1938	chr1	59912345	59914345	+	744.6	2000.000	18.000000	111.0	0.7	150.50	5.71e-196	0.94
chr2-6839	chr2	126673821	126676701	+	744.6	2880.000	8.000000	111.0	1.5	75.25	7.18e-163	0.94
chr3-4675	chr3	100683164	100686700	+	744.6	3536.000	7.000000	111.0	2.2	50.17	1.22e-143	0.99
chr4-5410	chr4	41134494	41137340	+	744.6	2846.000	8.000000	111.0	0.7	150.50	5.71e-196	0.94
chr4-4623	chr4	45528209	45531624	+	744.6	3415.000	10.000000	111.0	2.2	50.17	1.22e-143	0.94
chr5-7482	chr5	134312161	134316233	+	744.6	4072.000	5.000000	111.0	2.2	50.17	1.22e-143	0.94
chr7-6474	chr7	34652472	34655951	+	744.6	3479.000	7.000000	111.0	3.0	37.63	4.32e-130	0.98
chr8-5907	chr8	33927473	33930785	+	744.6	3312.000	5.000000	111.0	2.2	50.17	1.22e-143	0.94
